deal_id,customer_id,deal_type,deal_date,amount_eur,owner
DEAL-000733,CUST-0394,expansion,2025-07-31,222.0,Noah Rhodes
DEAL-000734,CUST-0394,expansion,2025-08-15,223.0,Allison Hill
DEAL-000735,CUST-0394,expansion,11/21/2025,297.0,Connie Lawrence
DEAL-000736,CUST-0395,signup,2024-08-24,449.0,Connie Lawrence
DEAL-000737,CUST-0395,churn,07/09/2025,-449.0,Angie Henderson
DEAL-000738,CUST-0396,signup,2025-10-07,449.0,Abigail Shaffer
DEAL-000739,CUST-0397,signup,2025-09-15,449.0,Angie Henderson
DEAL-000740,CUST-0397,expansion,2025-12-10,287.0,Gina Moore
DEAL-000741,CUST-0398,signup,2024-01-15,449.0,Allison Hill
DEAL-000742,CUST-0398,expansion,2024-05-28,108.0,Cristian Santos
DEAL-000743,CUST-0398,expansion,2025-11-06,134.0,Daniel Wagner
DEAL-000744,CUST-0399,signup,2025-02-09,449.0,Allison Hill
DEAL-000745,CUST-0400,signup,21-10-2024,449.0,Cristian Santos
DEAL-000746,CUST-0400,expansion,2025-01-19,303.0,Abigail Shaffer
DEAL-000747,CUST-0401,signup,2025-07-13,449.0,Abigail Shaffer
DEAL-000748,CUST-0402,signup,2024-09-06,449.0,Noah Rhodes
DEAL-000749,CUST-0402,expansion,2025-10-30,305.0,Angie Henderson
DEAL-000750,CUST-0403,signup,2025-12-23 00:00:00,449.0,Cristian Santos
DEAL-000751,CUST-0404,signup,2025-12-22,449.0,Noah Rhodes
DEAL-000752,CUST-0405,signup,2025-11-06,449.0,Cristian Santos
DEAL-000753,CUST-0406,signup,2024-11-14,449.0,Noah Rhodes
DEAL-000754,CUST-0407,signup,2025-05-25,449.0,Connie Lawrence
DEAL-000755,CUST-0407,expansion,2025-09-01,374.0,Abigail Shaffer
DEAL-000756,CUST-0407,expansion,2025-12-01,204.0,Noah Rhodes
DEAL-000757,CUST-0408,signup,2025-08-08,449.0,Daniel Wagner
DEAL-000758,CUST-0408,expansion,2025-11-15,457.0,Allison Hill
DEAL-000759,CUST-0408,expansion,2025-12-01,473.0,Daniel Wagner
DEAL-000760,CUST-0409,signup,2025-01-21,449.0,Noah Rhodes
DEAL-000761,CUST-0410,signup,2025-06-16 00:00:00,449.0,Noah Rhodes
DEAL-000762,CUST-0410,expansion,2025-12-11,322.0,Gina Moore
DEAL-000763,CUST-0411,signup,2024-10-30,449.0,Allison Hill
DEAL-000764,CUST-0412,signup,2025-06-09,449.0,Allison Hill
DEAL-000765,CUST-0412,expansion,2025-09-21,161.0,Angie Henderson
DEAL-000766,CUST-0412,expansion,2025-10-26,441.0,Allison Hill
DEAL-000767,CUST-0413,signup,2024-05-22,449.0,Connie Lawrence
DEAL-000768,CUST-0413,expansion,2025-01-04,354.0,Cristian Santos
DEAL-000769,CUST-0414,signup,2024-01-14,449.0,Cristian Santos
DEAL-000770,CUST-0414,expansion,2024-07-21,483.0,Noah Rhodes
DEAL-000771,CUST-0414,expansion,2024-08-31,290.0,Allison Hill
DEAL-000772,CUST-0415,signup,2025-11-30,449.0,Connie Lawrence
DEAL-000773,CUST-0416,signup,2025-12-20,449.0,Abigail Shaffer
DEAL-000774,CUST-0417,signup,2024-07-18,449.0,Cristian Santos
DEAL-000775,CUST-0418,signup,2024-05-19,449.0,Noah Rhodes
DEAL-000776,CUST-0418,expansion,2024-09-21,234.0,Gina Moore
DEAL-000777,CUST-0418,downgrade,2025-09-15,-227.0,Gina Moore
DEAL-000778,CUST-0419,signup,2024-03-06,449.0,Allison Hill
DEAL-000779,CUST-0419,expansion,2025-10-10,284.0,Gina Moore
DEAL-000780,CUST-0420,signup,2025-11-14,449.0,Angie Henderson
DEAL-000781,CUST-0421,signup,2025-09-07,449.0,Cristian Santos
DEAL-000782,CUST-0421,expansion,2025-11-29,180.0,Noah Rhodes
DEAL-000783,CUST-0422,signup,2025-01-06,449.0,Noah Rhodes
DEAL-000784,CUST-0423,signup,2025-08-11,449.0,Allison Hill
DEAL-000785,CUST-0423,expansion,2025-11-08,479.0,Daniel Wagner
DEAL-000786,CUST-0423,downgrade,2025-12-09,-91.0,Allison Hill
DEAL-000787,CUST-0424,signup,2025-08-20,449.0,Abigail Shaffer
DEAL-000788,CUST-0424,expansion,2025-11-18,286.0,Angie Henderson
DEAL-000789,CUST-0425,signup,2025-03-05,449.0,Abigail Shaffer
DEAL-000790,CUST-0425,expansion,06/18/2025,118.0,Daniel Wagner
DEAL-000791,CUST-0425,expansion,2025-09-22,465.0,Connie Lawrence
DEAL-000792,CUST-0426,signup,2025-09-22,449.0,Connie Lawrence
DEAL-000793,CUST-0426,expansion,2025-11-28,313.0,Noah Rhodes
DEAL-000794,CUST-0426,expansion,2025-11-29,139.0,Allison Hill
DEAL-000795,CUST-0426,expansion,2025-12-14,263.0,Angie Henderson
DEAL-000796,CUST-0427,signup,2025-09-29,449.0,Daniel Wagner
DEAL-000797,CUST-0428,signup,2024-11-04,449.0,Allison Hill
DEAL-000798,CUST-0429,signup,2025-06-29,449.0,Noah Rhodes
DEAL-000799,CUST-0429,expansion,2025-10-06,267.0,Gina Moore
DEAL-000800,CUST-0429,expansion,2025-10-18,135.0,Allison Hill
DEAL-000801,CUST-0429,expansion,2025-10-26,244.0,Connie Lawrence
DEAL-000802,CUST-0429,churn,2025-12-17,-1095.0,Daniel Wagner
DEAL-000803,CUST-0430,signup,2024-12-05,449.0,Daniel Wagner
DEAL-000804,CUST-0430,expansion,2025-07-02,388.0,Gina Moore
DEAL-000805,CUST-0430,expansion,2025-07-08,478.0,Connie Lawrence
DEAL-000806,CUST-0431,signup,2025-09-17,449.0,Daniel Wagner
DEAL-000807,CUST-0431,expansion,2025-12-04,352.0,Daniel Wagner
DEAL-000808,CUST-0431,expansion,2025-12-10,497.0,Angie Henderson
DEAL-000809,CUST-0432,signup,2025-11-07,449.0,Allison Hill
DEAL-000810,CUST-0433,signup,2024-10-06 00:00:00,449.0,Allison Hill
DEAL-000811,CUST-0433,expansion,2025-04-03,377.0,Connie Lawrence
DEAL-000812,CUST-0433,expansion,2025-05-31,425.0,Allison Hill
DEAL-000813,CUST-0433,expansion,2025-07-02,112.0,Abigail Shaffer
DEAL-000814,CUST-0434,signup,2024-08-27,449.0,Daniel Wagner
DEAL-000815,CUST-0434,expansion,2025-04-01,153.0,Daniel Wagner
DEAL-000816,CUST-0434,expansion,2025-11-07,472.0,Abigail Shaffer
DEAL-000817,CUST-0435,signup,2024-08-02,449.0,Angie Henderson
DEAL-000818,CUST-0435,expansion,2025-06-09,130.0,Cristian Santos
DEAL-000819,CUST-0436,signup,2025-11-23,449.0,Noah Rhodes
DEAL-000820,CUST-0437,signup,2024-07-18,449.0,Abigail Shaffer
DEAL-000821,CUST-0437,expansion,2024-10-08,218.0,Connie Lawrence
DEAL-000822,CUST-0438,signup,2024-07-13,449.0,Gina Moore
DEAL-000823,CUST-0439,signup,2024-12-08,449.0,Angie Henderson
DEAL-000824,CUST-0439,expansion,2025-03-21,397.0,Abigail Shaffer
DEAL-000825,CUST-0439,expansion,2025-03-26,358.0,Noah Rhodes
DEAL-000826,CUST-0440,signup,2024-01-26,449.0,Allison Hill
DEAL-000827,CUST-0440,expansion,2025-11-22,390.0,Abigail Shaffer
DEAL-000828,CUST-0441,signup,02-05-2025,449.0,Daniel Wagner
DEAL-000829,CUST-0441,downgrade,2025-11-22,-113.0,Cristian Santos
DEAL-000830,CUST-0442,signup,2024-07-20,449.0,Abigail Shaffer
DEAL-000831,CUST-0442,expansion,01/29/2025,261.0,Connie Lawrence
DEAL-000832,CUST-0443,signup,2025-10-05,449.0,Cristian Santos
DEAL-000833,CUST-0443,expansion,2025-12-09,331.0,Daniel Wagner
DEAL-000834,CUST-0444,signup,2024-12-13,449.0,Angie Henderson
DEAL-000835,CUST-0444,expansion,2025-03-21,203.0,Noah Rhodes
DEAL-000836,CUST-0445,signup,2024-06-29 00:00:00,449.0,Angie Henderson
DEAL-000837,CUST-0446,signup,2025-06-05,449.0,Connie Lawrence
DEAL-000838,CUST-0446,expansion,2025-08-31,184.0,Abigail Shaffer
DEAL-000839,CUST-0446,expansion,2025-11-27,338.0,Noah Rhodes
DEAL-000840,CUST-0447,signup,2024-09-30,6640.0,Gina Moore
DEAL-000841,CUST-0447,expansion,2025-05-31,1350.0,Cristian Santos
DEAL-000842,CUST-0448,signup,30-11-2025,6045.0,Cristian Santos
DEAL-000843,CUST-0449,signup,2024-12-28,3232.0,Allison Hill
DEAL-000844,CUST-0449,expansion,2025-04-13,1145.0,Daniel Wagner
DEAL-000845,CUST-0449,expansion,2025-07-31,2971.0,Connie Lawrence
DEAL-000846,CUST-0450,signup,2025-06-13,3465.0,Allison Hill
DEAL-000847,CUST-0450,expansion,2025-08-23,1516.0,Cristian Santos
DEAL-000848,CUST-0450,downgrade,2025-11-25,-1311.0,Cristian Santos
DEAL-000849,CUST-0451,signup,2025-01-27,8968.0,Angie Henderson
DEAL-000850,CUST-0452,signup,2025-11-25,2504.0,Abigail Shaffer
DEAL-000851,CUST-0453,signup,03/14/2025,5954.0,Daniel Wagner
DEAL-000852,CUST-0454,signup,2025-05-03,3025.0,Daniel Wagner
DEAL-000853,CUST-0454,expansion,2025-08-06,997.0,Angie Henderson
DEAL-000854,CUST-0454,downgrade,2025-09-01,-626.0,Daniel Wagner
DEAL-000855,CUST-0454,expansion,2025-10-28,917.0,Abigail Shaffer
DEAL-000856,CUST-0455,signup,2024-01-08,5299.0,Allison Hill
DEAL-000857,CUST-0455,expansion,2024-11-28,807.0,Noah Rhodes
DEAL-000858,CUST-0455,expansion,2025-10-25,2900.0,Daniel Wagner
DEAL-000859,CUST-0455,expansion,2025-12-13,844.0,Gina Moore
DEAL-000860,CUST-0456,signup,2024-03-05,8879.0,Connie Lawrence
DEAL-000861,CUST-0456,expansion,2024-09-12,876.0,Noah Rhodes
DEAL-000862,CUST-0457,signup,2025-05-01,2599.0,Gina Moore
DEAL-000863,CUST-0457,expansion,2025-08-12,2850.0,Allison Hill
DEAL-000864,CUST-0457,expansion,2025-10-18,2117.0,Abigail Shaffer
DEAL-000865,CUST-0457,expansion,2025-10-26,707.0,Abigail Shaffer
DEAL-000866,CUST-0458,signup,29-05-2024,3665.0,Cristian Santos
DEAL-000867,CUST-0458,expansion,2025-01-25 00:00:00,1379.0,Cristian Santos
DEAL-000868,CUST-0458,expansion,2025-11-05,1266.0,Gina Moore
DEAL-000869,CUST-0459,signup,2025-08-12,3467.0,Gina Moore
DEAL-000870,CUST-0459,expansion,2025-10-15 00:00:00,1506.0,Allison Hill
DEAL-000871,CUST-0459,expansion,2025-11-17,2543.0,Noah Rhodes
DEAL-000872,CUST-0459,expansion,12/02/2025,2755.0,Cristian Santos
DEAL-000873,CUST-0460,signup,2024-01-28,5387.0,Angie Henderson
DEAL-000874,CUST-0461,signup,2025-08-29,5684.0,Connie Lawrence
DEAL-000875,CUST-0461,expansion,2025-10-29,2066.0,Gina Moore
DEAL-000876,CUST-0461,expansion,2025-11-09,2653.0,Gina Moore
DEAL-000877,CUST-0461,expansion,2025-11-12,2726.0,Connie Lawrence
DEAL-000878,CUST-0462,signup,2024-10-10,6883.0,Abigail Shaffer
DEAL-000879,CUST-0462,expansion,2025-08-23 00:00:00,1817.0,Cristian Santos
DEAL-000880,CUST-0463,signup,2025-10-17,3723.0,Allison Hill
DEAL-000881,CUST-0464,signup,2024-01-24,4862.0,Allison Hill
DEAL-000882,CUST-0464,expansion,2025-11-25,1397.0,Cristian Santos
DEAL-000883,CUST-0465,signup,2025-05-27,2729.0,Gina Moore
DEAL-000884,CUST-0466,signup,23-12-2024,6587.0,Connie Lawrence
DEAL-000885,CUST-0467,signup,2025-12-16,8531.0,Daniel Wagner
DEAL-000886,CUST-0468,signup,2024-03-05,3557.0,Abigail Shaffer
DEAL-000887,CUST-0468,expansion,2024-08-14,1515.0,Connie Lawrence
DEAL-000888,CUST-0468,expansion,2025-01-05,1591.0,Angie Henderson
DEAL-000889,CUST-0468,downgrade,2025-02-12 00:00:00,-1679.0,Angie Henderson
DEAL-000890,CUST-0468,expansion,2025-11-01,729.0,Daniel Wagner
DEAL-000891,CUST-0469,signup,2025-07-12,7103.0,Connie Lawrence
DEAL-000892,CUST-0469,expansion,2025-10-20,1969.0,Angie Henderson
DEAL-000893,CUST-0469,expansion,2025-11-24,615.0,Daniel Wagner
DEAL-000894,CUST-0470,signup,2025-10-04,8888.0,Gina Moore
DEAL-000895,CUST-0470,expansion,2025-12-07,1219.0,Allison Hill
DEAL-000896,CUST-0470,expansion,2025-12-10,2720.0,Noah Rhodes
DEAL-000897,CUST-0471,signup,2025-01-04,2710.0,Gina Moore
DEAL-000898,CUST-0471,expansion,2025-06-25,581.0,Allison Hill
DEAL-000899,CUST-0471,expansion,2025-07-02,2964.0,Connie Lawrence
DEAL-000900,CUST-0472,signup,2024-05-20,7280.0,Connie Lawrence
DEAL-000901,CUST-0472,expansion,2025-02-10,1034.0,Allison Hill
DEAL-000902,CUST-0472,expansion,2025-07-02,1226.0,Allison Hill
DEAL-000903,CUST-0473,signup,2025-05-06,3460.0,Noah Rhodes
DEAL-000904,CUST-0473,expansion,10-08-2025,954.0,Connie Lawrence
DEAL-000905,CUST-0473,expansion,2025-11-16,1994.0,Abigail Shaffer
DEAL-000906,CUST-0473,churn,2025-12-15,-6408.0,Noah Rhodes
DEAL-000907,CUST-0474,signup,2024-06-03,5007.0,Abigail Shaffer
DEAL-000908,CUST-0474,expansion,2024-10-10,1145.0,Gina Moore
DEAL-000909,CUST-0474,expansion,2025-01-03,1821.0,Connie Lawrence
DEAL-000910,CUST-0475,signup,2025-08-22,3677.0,Connie Lawrence
DEAL-000911,CUST-0475,expansion,2025-12-05,2801.0,Daniel Wagner
DEAL-000912,CUST-0476,signup,2024-02-05,89.0,Angie Henderson
DEAL-000913,CUST-0477,signup,2025-04-06,89.0,Cristian Santos
DEAL-000914,CUST-0477,expansion,2025-09-09,39.0,Angie Henderson
DEAL-000915,CUST-0478,signup,2025-08-05,89.0,Angie Henderson
DEAL-000916,CUST-0478,churn,2025-08-24,-89.0,Allison Hill
DEAL-000917,CUST-0479,signup,2025-01-02,89.0,Abigail Shaffer
DEAL-000918,CUST-0480,signup,2024-07-16,89.0,Allison Hill
DEAL-000919,CUST-0480,expansion,2025-11-23,56.0,Angie Henderson
DEAL-000920,CUST-0481,signup,03/12/2024,89.0,Connie Lawrence
DEAL-000921,CUST-0482,signup,2025-07-19,89.0,Angie Henderson
DEAL-000922,CUST-0482,expansion,2025-09-30,51.0,Connie Lawrence
DEAL-000923,CUST-0482,expansion,04-12-2025,34.0,Noah Rhodes
DEAL-000924,CUST-0482,expansion,2025-12-07,56.0,Daniel Wagner
DEAL-000925,CUST-0483,signup,2024-10-02,89.0,Connie Lawrence
DEAL-000926,CUST-0484,signup,2025-11-21,125.0,Connie Lawrence
DEAL-000927,CUST-0485,signup,2025-09-25,125.0,Noah Rhodes
DEAL-000928,CUST-0485,expansion,2025-11-29 00:00:00,60.0,Connie Lawrence
DEAL-000929,CUST-0486,signup,2025-04-03,89.0,Cristian Santos
DEAL-000930,CUST-0486,expansion,2025-09-24,20.0,Daniel Wagner
DEAL-000931,CUST-0487,signup,2025-12-01,125.0,Daniel Wagner
DEAL-000932,CUST-0488,signup,2025-01-28,89.0,Cristian Santos
DEAL-000933,CUST-0488,expansion,2025-04-15,42.0,Noah Rhodes
DEAL-000934,CUST-0488,churn,2025-09-07,-131.0,Allison Hill
DEAL-000935,CUST-0489,signup,12/28/2025,125.0,Allison Hill
DEAL-000936,CUST-0490,signup,2025-09-27,125.0,Abigail Shaffer
DEAL-000937,CUST-0491,signup,2024-08-03,449.0,Abigail Shaffer
DEAL-000938,CUST-0491,expansion,2025-05-14,475.0,Angie Henderson
DEAL-000939,CUST-0492,signup,2025-12-28,449.0,Abigail Shaffer
DEAL-000940,CUST-0493,signup,2025-03-06,449.0,Connie Lawrence
DEAL-000941,CUST-0493,expansion,2025-09-08,293.0,Abigail Shaffer
DEAL-000942,CUST-0493,churn,2025-10-12,-742.0,Noah Rhodes
DEAL-000943,CUST-0494,signup,2024-08-07,449.0,Daniel Wagner
DEAL-000944,CUST-0494,downgrade,2025-09-26,-246.0,Angie Henderson
DEAL-000945,CUST-0494,expansion,2025-12-04,345.0,Gina Moore
DEAL-000946,CUST-0495,signup,2025-11-10,449.0,Noah Rhodes
DEAL-000947,CUST-0496,signup,2024-09-01,449.0,Cristian Santos
DEAL-000948,CUST-0496,expansion,2025-12-14,117.0,Allison Hill
DEAL-000949,CUST-0497,signup,2024-09-05,449.0,Connie Lawrence
DEAL-000950,CUST-0497,expansion,2024-12-27,137.0,Angie Henderson
DEAL-000951,CUST-0497,expansion,2025-04-16,233.0,Abigail Shaffer
DEAL-000952,CUST-0498,signup,2024-03-10,449.0,Angie Henderson
DEAL-000953,CUST-0499,signup,2025-01-30,449.0,Noah Rhodes
DEAL-000954,CUST-0500,signup,2024-04-03,449.0,Noah Rhodes
DEAL-000955,CUST-0391,expansion,10/03/2025,234.0,Gina Moore
DEAL-000956,CUST-0433,expansion,2025-10-30,234.0,Daniel Wagner
DEAL-000957,CUST-0435,expansion,2025-11-23,237.0,Allison Hill
DEAL-000958,CUST-0496,expansion,2025-10-10,485.0,Noah Rhodes
DEAL-000959,CUST-0414,expansion,2025-10-06,442.0,Connie Lawrence
DEAL-000960,CUST-0450,expansion,2025-11-21,2717.0,Abigail Shaffer
DEAL-000961,CUST-0343,expansion,2025-11-18,401.0,Daniel Wagner
DEAL-000962,CUST-0408,expansion,2025-11-05,131.0,Abigail Shaffer
DEAL-000963,CUST-0441,expansion,2025-11-22,367.0,Abigail Shaffer
DEAL-000964,CUST-0363,expansion,2025-11-04,451.0,Gina Moore
DEAL-000965,CUST-0434,expansion,2025-11-06,220.0,Gina Moore
DEAL-000966,CUST-0475,expansion,2025-10-20,823.0,Abigail Shaffer
DEAL-000967,CUST-0361,expansion,2025-11-27,465.0,Allison Hill
DEAL-000968,CUST-0346,expansion,2025-11-02,392.0,Angie Henderson
DEAL-000969,CUST-0352,expansion,2025-10-08,487.0,Gina Moore
DEAL-000970,CUST-0390,expansion,2025-10-12,185.0,Daniel Wagner
DEAL-000971,CUST-0369,expansion,2025-11-21,198.0,Angie Henderson
DEAL-000972,CUST-0366,expansion,2025-10-03,316.0,Noah Rhodes
DEAL-000973,CUST-0402,expansion,2025-11-13,322.0,Daniel Wagner
DEAL-000974,CUST-0449,expansion,2025-11-22,1105.0,Cristian Santos
DEAL-000975,CUST-0426,expansion,2025-10-21,472.0,Noah Rhodes
DEAL-000976,CUST-0453,expansion,2025-10-06,2089.0,Abigail Shaffer
DEAL-000977,CUST-0454,expansion,2025-11-05,1835.0,Cristian Santos
DEAL-000978,CUST-0425,expansion,2025-11-03,334.0,Allison Hill
DEAL-000979,CUST-0377,expansion,2025-11-20,458.0,Abigail Shaffer
DEAL-000980,CUST-0442,expansion,2025-10-08,312.0,Angie Henderson
DEAL-000981,CUST-0380,expansion,2025-10-10,390.0,Noah Rhodes
DEAL-000982,CUST-0384,expansion,2025-11-29,154.0,Noah Rhodes
DEAL-000983,CUST-0374,expansion,11/20/2025,246.0,Connie Lawrence
DEAL-000984,CUST-0466,expansion,2025-11-26,2183.0,Cristian Santos
DEAL-000985,CUST-0468,expansion,2025-10-25,2488.0,Gina Moore
DEAL-000986,CUST-0400,expansion,2025-10-03,188.0,Cristian Santos
DEAL-000987,CUST-0429,expansion,2025-10-26,173.0,Abigail Shaffer
DEAL-000988,CUST-0459,expansion,2025-10-03,2121.0,Connie Lawrence
DEAL-000989,CUST-0417,expansion,14-11-2025,221.0,Allison Hill
DEAL-000990,CUST-0360,expansion,2025-11-17,343.0,Cristian Santos
DEAL-000991,CUST-0447,expansion,2025-11-27,2025.0,Allison Hill
DEAL-000992,CUST-0394,expansion,2025-10-22,255.0,Cristian Santos
DEAL-000993,CUST-0338,expansion,2025-10-18,351.0,Noah Rhodes
DEAL-000994,CUST-0407,expansion,2025-11-25,216.0,Angie Henderson
DEAL-000995,CUST-0351,expansion,20-10-2025,480.0,Gina Moore
DEAL-000996,CUST-0382,expansion,19-11-2025,264.0,Cristian Santos
DEAL-000997,CUST-0499,expansion,2025-11-16,313.0,Noah Rhodes
DEAL-000998,CUST-0497,expansion,2025-10-13,326.0,Daniel Wagner
DEAL-000999,CUST-0367,expansion,2025-11-28,308.0,Gina Moore
DEAL-001000,CUST-0460,expansion,2025-11-18,2615.0,Connie Lawrence
DEAL-001001,CUST-0491,expansion,2025-11-22,128.0,Angie Henderson
DEAL-001002,CUST-0464,expansion,2025-10-05,1774.0,Abigail Shaffer
DEAL-001003,CUST-0473,expansion,2025-10-09,2647.0,Allison Hill
DEAL-001004,CUST-0472,expansion,2025-10-12,1289.0,Daniel Wagner
DEAL-001005,CUST-0350,expansion,2025-11-23,129.0,Daniel Wagner
DEAL-001006,CUST-0413,expansion,2025-10-03,333.0,Allison Hill
DEAL-001007,CUST-0354,expansion,2025-11-28,284.0,Daniel Wagner
DEAL-001008,CUST-0385,expansion,2025-10-18,288.0,Gina Moore
DEAL-001009,CUST-0446,expansion,2025-11-02,303.0,Noah Rhodes
DEAL-001010,CUST-0423,expansion,2025-11-13,115.0,Daniel Wagner
DEAL-001011,CUST-0375,expansion,2025-10-24,350.0,Gina Moore
DEAL-001012,CUST-0410,expansion,2025-10-12,342.0,Connie Lawrence
DEAL-001013,CUST-0465,expansion,2025-10-23,1169.0,Cristian Santos
DEAL-001014,CUST-0356,expansion,2025-11-17,452.0,Noah Rhodes
DEAL-001015,CUST-0345,expansion,2025-10-19,114.0,Abigail Shaffer
DEAL-001016,CUST-0389,expansion,2025-10-04,183.0,Daniel Wagner
DEAL-001017,CUST-0378,expansion,2025-11-24,213.0,Daniel Wagner
DEAL-001018,CUST-0462,expansion,2025-11-13,1346.0,Cristian Santos
DEAL-001019,CUST-0498,expansion,2025-11-11,309.0,Allison Hill
DEAL-001020,CUST-0365,expansion,2025-11-25,499.0,Allison Hill
DEAL-001021,CUST-0471,expansion,2025-10-31,1041.0,Angie Henderson
DEAL-001022,CUST-0406,expansion,2025-11-08,104.0,Daniel Wagner
DEAL-001023,CUST-0437,expansion,2025-10-17,411.0,Cristian Santos
DEAL-001024,CUST-0372,expansion,2025-11-15,463.0,Cristian Santos
